policy_age_hours,claims_7d,claims_30d,gps_distance_km,account_age_days,city_match,prior_fraud_flags,claim_velocity_zscore,hour_of_day,day_of_week,income_anomaly_score,simultaneous_claims_city,is_fraud
58.32,2,3,8.8,346,1,0,0.74,18,5,0.075,2,0
86.17,2,6,2.37,363,1,0,0.079,18,5,0.239,0,0
1.98,6,6,137.16,3,0,2,5.859,11,0,0.503,0,1
151.6,1,3,5.67,147,1,0,-0.121,21,6,0.192,0,0
51.66,1,3,1.88,337,1,0,0.105,19,5,0.014,0,0
0.79,4,6,139.85,2,1,1,4.066,16,5,0.107,0,1
114.14,1,3,8.7,201,1,0,-0.279,8,6,0.144,0,0
2.4,0,4,9.03,82,1,0,0.711,18,4,0.205,1,0
41.72,1,1,6.42,120,1,0,-0.613,17,5,0.191,2,0
94.76,0,2,9.35,221,1,0,-0.052,9,0,0.212,0,0
104.18,1,4,8.95,205,1,0,0.028,18,1,0.25,2,0
88.37,1,1,3.86,100,1,0,-0.333,16,5,0.084,1,0
64.66,0,0,0.1,107,1,0,0.701,14,2,0.283,0,0
95.89,2,3,7.92,31,1,0,-0.524,16,0,0.14,0,0
146.09,1,5,4.26,61,1,0,1.352,21,1,0.068,2,0
129.23,0,2,9.19,152,1,0,-0.293,8,4,0.08,0,0
102.81,1,5,4.22,161,1,0,0.375,17,1,0.135,2,0
0.12,4,8,100.49,9,0,3,2.925,19,6,0.971,0,1
32.38,0,3,3.82,127,1,0,-0.808,17,5,0.127,1,0
102.03,1,4,4.49,199,1,0,-0.207,7,6,0.159,2,0
13.48,1,1,6.1,267,1,0,1.487,11,0,0.024,1,0
13.16,1,3,0.75,103,1,0,-0.215,10,3,0.085,1,0
1.72,6,6,108.18,1,0,4,5.727,8,0,0.399,0,1
0.37,4,5,95.53,4,0,3,2.536,13,1,0.41,0,1
53.83,0,0,1.04,336,1,0,1.401,12,6,0.235,1,0
46.07,2,4,7.38,333,1,0,0.313,18,1,0.166,0,0
1.49,5,7,66.99,11,1,4,5.218,19,5,0.316,0,1
24.47,1,1,4.6,253,1,0,0.57,9,5,0.259,2,0
106.03,1,4,1.24,245,1,0,0.442,17,4,0.253,0,0
18.03,2,4,5.38,191,1,0,-0.665,9,1,0.252,2,0
11.65,1,1,2.94,361,1,0,-0.254,17,1,0.06,1,0
21.8,2,6,0.56,318,1,0,-0.321,19,2,0.062,0,0
26.57,1,3,4.45,39,1,0,-0.54,19,0,0.3,1,0
0.59,7,8,146.94,4,1,2,5.741,20,0,0.015,0,1
118.94,2,3,1.55,76,1,0,-0.947,20,1,0.28,0,0
61.95,1,3,2.16,175,1,0,-0.885,6,6,0.004,1,0
0.3,4,8,56.46,5,0,4,4.991,10,0,0.616,0,1
0.38,7,7,48.65,1,0,3,3.703,20,6,0.911,0,1
59.65,1,2,9.35,292,1,0,0.026,12,6,0.067,2,0
153.96,2,5,8.17,144,1,0,-0.983,20,3,0.184,2,0
79.81,0,4,0.61,120,0,0,0.321,10,3,0.211,1,0
127.39,1,3,1.54,344,1,0,-0.261,13,5,0.171,0,0
81.45,1,4,9.15,169,1,0,0.079,9,5,0.119,0,0
140.56,0,3,6.38,126,1,0,0.395,17,1,0.203,2,0
17.75,2,4,5.36,129,1,0,0.554,10,0,0.145,0,0
62.36,0,3,5.09,104,1,0,1.351,15,6,0.045,0,0
151.82,2,6,2.6,266,1,0,1.469,20,2,0.048,1,0
146.46,1,2,8.57,329,1,0,0.692,20,3,0.187,0,0
22.27,1,4,8.69,323,1,0,-0.045,9,0,0.196,2,0
67.63,1,1,5.74,216,1,0,-0.885,20,4,0.179,1,0
105.96,1,5,6.89,356,1,0,1.493,19,3,0.229,2,0
68.53,1,3,8.37,184,1,0,0.916,15,4,0.111,0,0
81.93,2,6,9.55,330,1,0,0.241,17,0,0.118,2,0
15.43,1,5,2.88,52,1,0,1.455,16,2,0.067,2,0
157.29,1,1,5.11,63,1,0,-0.162,6,6,0.231,1,0
107.18,1,1,6.43,207,1,0,-0.875,10,3,0.034,0,0
33.0,2,4,0.56,97,1,0,0.887,15,5,0.129,1,0
133.14,2,6,2.63,106,1,0,0.236,11,0,0.074,2,0
60.11,1,1,1.89,182,1,0,-0.454,19,6,0.178,2,0
47.43,1,4,4.0,76,1,0,1.404,20,5,0.261,0,0
116.48,2,3,7.79,249,1,0,1.215,20,1,0.236,1,0
104.7,0,4,4.42,27,1,0,-0.47,14,3,0.096,0,0
141.77,2,2,5.8,65,1,0,1.055,18,0,0.197,0,0
124.28,2,6,5.32,95,1,0,-0.387,17,5,0.183,1,0
88.33,2,6,5.2,280,1,0,0.889,6,1,0.009,0,0
1.63,4,5,51.86,2,1,1,4.613,9,6,0.89,0,1
123.45,2,6,1.16,25,1,0,0.79,11,2,0.184,2,0
56.92,1,2,7.45,122,1,0,-0.522,19,0,0.2,2,0
7.35,0,1,0.63,224,1,0,0.149,9,3,0.115,1,0
54.08,1,3,6.56,80,1,0,0.75,9,0,0.212,0,0
79.28,0,2,1.85,134,1,0,-0.182,15,4,0.089,1,0
146.1,1,5,5.33,355,1,0,0.487,17,0,0.153,2,0
140.76,2,2,2.93,31,1,0,-0.349,7,0,0.059,0,0
23.2,1,2,3.51,303,1,0,-0.39,18,1,0.238,2,0
93.72,0,3,5.19,154,1,0,1.183,20,1,0.228,1,0
81.99,1,4,3.72,242,1,0,0.138,17,6,0.179,0,0
158.82,2,2,1.1,316,1,0,0.519,13,6,0.024,2,0
22.55,2,2,9.51,143,1,0,0.859,17,3,0.082,0,0
75.25,1,2,9.85,148,1,0,-0.726,16,6,0.144,1,0
97.55,1,5,9.94,130,1,0,0.802,9,0,0.092,0,0
12.08,0,4,1.37,188,1,0,0.365,16,5,0.273,1,0
33.23,0,1,4.95,311,1,0,-0.181,18,5,0.267,2,0
1.22,6,10,131.58,2,0,1,4.959,10,3,0.988,0,1
98.93,1,5,3.24,239,1,0,-0.71,14,1,0.036,0,0
101.04,1,1,7.27,77,0,0,0.396,8,5,0.092,1,0
43.57,0,4,4.14,291,1,0,0.446,7,6,0.008,0,0
80.42,2,6,4.03,137,1,0,1.291,11,2,0.052,1,0
0.85,6,8,86.15,4,0,4,3.983,14,0,0.697,0,1
97.46,0,1,0.51,343,1,0,0.771,19,5,0.008,1,0
0.61,4,6,94.0,6,0,1,5.645,6,6,0.663,0,1
123.09,1,5,3.15,97,0,0,-0.57,20,6,0.033,1,0
116.79,2,3,0.45,220,1,0,-0.027,19,4,0.002,2,0
71.81,0,3,3.15,203,1,0,-0.02,15,6,0.233,1,0
35.72,2,4,9.14,311,1,0,0.381,10,3,0.021,2,0
86.68,2,6,3.45,208,0,0,-0.81,13,4,0.074,1,0
69.84,1,3,6.16,348,1,0,1.383,6,6,0.259,2,0
1.81,7,9,124.94,11,0,4,5.279,8,5,0.732,0,1
0.49,5,6,125.26,12,0,1,3.331,8,3,0.719,0,1
126.68,1,3,8.63,64,1,0,1.449,9,4,0.001,1,0
22.78,0,0,0.24,30,1,0,1.253,14,0,0.187,2,0
23.59,2,4,4.24,234,1,0,-0.838,9,6,0.067,1,0
37.36,2,4,7.12,71,1,0,-0.907,18,2,0.106,2,0
0.46,6,10,146.68,4,0,2,5.96,11,6,0.611,0,1
27.42,0,2,8.36,64,1,0,0.649,20,6,0.206,2,0
92.13,0,3,1.87,149,1,0,0.948,12,3,0.221,0,0
77.87,1,5,7.48,55,1,0,1.061,14,3,0.218,2,0
83.24,1,2,3.82,345,1,0,1.116,19,3,0.094,1,0
10.39,2,6,9.26,180,1,0,1.396,10,1,0.017,0,0
0.49,5,7,27.72,8,1,1,3.038,12,3,0.125,0,1
163.92,0,4,0.76,268,1,0,1.079,21,6,0.225,2,0
45.27,0,2,3.41,145,0,0,0.78,16,3,0.189,0,0
87.09,0,4,5.61,199,1,0,0.396,15,3,0.224,2,0
100.5,1,5,2.95,353,1,0,0.138,18,5,0.208,1,0
156.31,2,3,4.55,51,1,0,-0.839,20,5,0.148,1,0
134.19,1,2,8.58,297,1,0,-0.576,17,4,0.186,0,0
1.89,4,8,57.24,13,1,4,3.136,19,4,0.873,0,1
14.87,1,5,1.67,87,1,0,0.643,10,3,0.172,1,0
118.16,1,1,1.8,236,1,0,0.507,13,4,0.164,1,0
145.34,0,3,9.01,58,1,0,0.789,13,1,0.054,1,0
28.83,0,2,3.49,212,1,0,-0.035,19,2,0.164,2,0
119.14,0,3,9.15,335,1,0,-0.099,9,3,0.047,0,0
74.43,0,0,6.83,82,1,0,0.506,16,1,0.036,2,0
67.28,1,1,2.17,321,1,0,0.471,6,1,0.244,0,0
135.78,0,1,0.73,83,1,0,0.961,12,5,0.196,0,0
53.23,1,4,7.83,107,1,0,-0.046,14,1,0.196,2,0
1.0,7,8,143.38,4,0,4,4.79,7,6,0.997,0,1
54.4,0,3,1.79,177,1,0,0.215,6,6,0.167,2,0
98.83,1,2,5.15,216,1,0,-0.939,20,3,0.261,2,0
138.56,2,6,6.21,140,1,0,0.314,17,0,0.259,2,0
105.61,1,3,7.11,51,1,0,-0.262,15,3,0.189,2,0
20.37,1,4,5.56,59,1,0,1.124,14,4,0.098,1,0
164.43,2,6,5.01,129,1,0,-0.571,19,4,0.227,0,0
144.91,0,0,3.14,232,1,0,0.903,19,4,0.218,2,0
30.15,2,5,6.56,77,1,0,1.194,15,6,0.19,0,0
135.59,0,0,6.02,330,1,0,1.425,19,6,0.155,0,0
142.24,2,6,1.74,18,1,0,0.222,13,4,0.114,0,0
109.17,0,2,5.63,131,1,0,-0.374,7,1,0.0,2,0
56.88,2,2,5.33,31,1,0,0.444,7,4,0.206,2,0
136.51,2,4,2.1,120,1,0,0.172,15,2,0.125,2,0
1.88,7,7,98.78,2,0,3,5.935,20,1,0.778,0,1
82.81,1,3,4.72,148,1,0,-0.031,6,4,0.006,0,0
29.1,2,6,4.07,235,1,0,-0.703,13,5,0.174,2,0
36.07,2,5,0.65,336,1,0,0.804,20,1,0.071,2,0
4.15,1,4,4.01,226,1,0,0.347,12,0,0.043,0,0
142.14,2,3,5.2,64,1,0,-0.595,15,3,0.121,1,0
0.53,6,9,69.26,10,1,4,3.871,17,3,0.614,0,1
54.29,0,1,6.21,95,1,0,1.303,15,3,0.242,2,0
93.84,1,1,7.6,174,1,0,0.979,7,3,0.248,0,0
20.57,1,5,6.82,349,1,0,0.298,10,5,0.078,1,0
164.56,2,2,9.77,290,1,0,1.01,6,3,0.21,0,0
0.69,6,6,126.77,13,0,1,3.102,10,5,0.226,0,1
159.65,1,2,1.78,357,1,0,0.406,14,3,0.219,1,0
80.65,1,4,9.62,300,1,0,0.006,8,5,0.084,0,0
156.41,2,3,1.83,130,1,0,0.088,10,6,0.157,0,0
1.72,7,8,51.2,0,0,1,3.846,12,2,0.769,0,1
1.54,5,5,62.64,9,0,1,3.259,8,3,0.792,0,1
0.42,4,4,26.29,8,0,2,3.406,15,4,0.113,0,1
118.03,1,4,1.75,62,1,0,0.516,12,3,0.267,1,0
1.75,7,11,126.18,6,0,3,4.349,10,2,0.423,0,1
149.23,0,0,1.22,139,1,0,0.026,8,6,0.046,0,0
59.36,1,1,0.55,127,1,0,-0.038,8,1,0.137,2,0
66.99,1,1,9.48,224,1,0,1.154,19,4,0.223,0,0
59.82,2,5,3.14,74,1,0,1.081,15,0,0.12,1,0
127.44,1,2,9.4,47,1,0,1.351,17,6,0.115,1,0
144.8,2,6,8.54,38,1,0,0.41,12,0,0.064,1,0
0.75,6,10,31.06,8,1,1,4.867,10,0,0.617,0,1
0.83,6,9,88.6,0,1,2,4.097,19,3,0.106,0,1
132.06,1,3,4.3,13,1,0,0.352,11,6,0.033,2,0
1.47,6,6,96.11,11,1,3,5.085,12,2,0.458,0,1
5.18,1,1,9.41,336,1,0,-0.59,13,1,0.171,2,0
49.73,0,3,3.39,340,1,0,-0.473,14,2,0.195,2,0
40.84,0,1,3.03,39,1,0,0.129,16,4,0.115,2,0
78.67,1,3,7.16,154,1,0,-0.032,8,5,0.165,2,0
159.82,0,4,7.73,306,0,0,0.697,14,2,0.056,0,0
39.09,2,3,1.19,61,1,0,-0.08,21,4,0.266,2,0
36.42,0,0,5.01,338,1,0,-0.224,20,4,0.246,2,0
156.0,0,1,7.46,112,1,0,0.833,7,1,0.21,1,0
166.0,0,2,5.81,327,1,0,0.134,8,2,0.142,1,0
161.91,0,1,6.28,335,1,0,0.744,10,2,0.082,0,0
75.69,1,1,7.84,109,1,0,-0.859,16,3,0.011,0,0
40.14,0,4,4.56,273,0,0,-0.285,14,1,0.132,1,0
86.97,2,2,1.54,304,1,0,0.273,12,0,0.126,1,0
132.04,0,0,4.55,301,1,0,1.073,17,5,0.179,2,0
27.5,1,2,0.64,270,1,0,0.731,20,4,0.073,2,0
64.29,0,0,2.3,173,1,0,-0.992,13,4,0.246,2,0
14.15,1,1,0.88,357,1,0,-0.283,6,2,0.004,2,0
0.25,4,7,118.86,8,1,2,4.757,16,4,0.043,0,1
95.21,1,5,1.1,239,1,0,-0.092,18,0,0.143,0,0
34.69,0,3,7.98,206,1,0,1.072,10,3,0.007,0,0
124.13,2,6,1.39,217,1,0,1.109,19,0,0.107,2,0
167.89,2,5,9.88,31,1,0,-0.98,21,1,0.208,1,0
4.52,2,4,1.53,192,1,0,-0.667,18,4,0.053,1,0
1.29,7,8,28.16,11,0,4,2.749,13,0,0.931,0,1
12.0,1,3,9.71,80,1,0,-0.742,8,5,0.158,1,0
37.28,2,5,0.8,272,1,0,1.409,18,0,0.222,2,0
111.92,2,4,5.45,47,0,0,-0.736,11,2,0.283,1,0
54.76,1,4,9.33,189,1,0,0.373,12,2,0.202,0,0
1.31,4,7,102.47,13,0,2,5.359,18,3,0.557,0,1
8.32,2,4,5.01,194,1,0,-0.061,15,5,0.12,2,0
20.43,0,4,6.74,53,1,0,0.541,14,0,0.159,0,0
59.46,0,4,9.43,134,1,0,0.374,21,0,0.149,2,0
110.04,0,0,1.43,344,1,0,-0.35,15,5,0.178,1,0
26.01,2,6,5.74,311,1,0,0.46,6,3,0.071,1,0
61.39,0,0,8.6,97,1,0,-0.247,12,1,0.122,2,0
97.83,1,1,0.83,172,0,0,1.093,17,3,0.289,2,0
0.65,4,8,133.37,8,0,3,3.618,7,6,0.298,0,1
51.27,0,3,0.75,193,1,0,0.019,14,2,0.243,0,0
148.2,2,2,9.05,31,1,0,0.46,21,6,0.209,2,0
0.9,4,6,81.05,9,0,3,3.529,17,1,0.615,0,1
14.77,2,6,2.2,263,1,0,1.401,20,6,0.065,2,0
110.96,1,1,0.54,182,1,0,0.061,14,0,0.176,1,0
75.2,1,5,4.45,342,1,0,-0.848,18,5,0.129,1,0
43.32,0,0,0.12,192,1,0,0.516,11,0,0.225,1,0
14.97,1,3,1.18,44,1,0,-0.128,13,3,0.251,2,0
162.15,2,4,9.93,335,0,0,1.309,19,4,0.112,1,0
0.25,7,8,21.67,9,0,1,4.02,9,1,0.974,0,1
115.41,0,0,6.93,78,1,0,1.287,18,4,0.08,2,0
142.11,1,4,4.0,111,1,0,0.162,6,6,0.275,2,0
69.66,1,5,9.82,353,0,0,1.13,18,0,0.268,0,0
70.76,2,5,9.69,68,1,0,0.161,19,4,0.289,2,0
73.13,1,3,0.8,298,1,0,1.009,11,1,0.207,2,0
1.94,4,5,116.18,5,1,3,3.526,10,6,0.598,0,1
147.75,1,5,2.45,278,1,0,0.228,19,1,0.186,2,0
131.05,2,6,3.35,29,1,0,1.166,21,4,0.018,2,0
41.21,0,1,5.64,261,1,0,0.195,8,4,0.115,2,0
149.61,2,6,0.9,176,1,0,0.174,20,0,0.116,2,0
132.98,2,6,6.72,94,1,0,0.708,16,0,0.269,0,0
1.33,5,7,100.95,8,1,2,4.117,13,4,0.669,0,1
53.23,2,2,7.09,342,1,0,0.595,15,6,0.278,0,0
147.95,1,4,4.63,139,1,0,1.414,17,0,0.062,0,0
35.89,0,1,2.36,205,1,0,-0.259,11,0,0.172,2,0
97.53,2,6,4.66,68,1,0,0.297,11,4,0.159,1,0
22.82,2,2,0.77,202,0,0,-0.543,16,5,0.149,0,0
63.31,1,5,6.3,273,1,0,-0.94,10,4,0.011,1,0
115.46,1,1,7.13,115,1,0,0.134,6,4,0.182,2,0
165.61,1,5,5.34,16,1,0,1.185,16,2,0.028,2,0
0.5,5,7,78.72,10,0,3,4.215,13,5,0.051,0,1
154.48,1,5,2.57,117,1,0,1.446,9,0,0.282,0,0
73.36,2,3,5.94,63,1,0,-0.047,12,1,0.05,0,0
59.33,1,1,8.47,268,1,0,0.542,20,0,0.206,0,0
0.95,4,7,66.48,6,0,1,3.504,14,5,0.702,0,1
115.53,1,5,4.07,323,1,0,0.067,13,3,0.062,2,0
72.16,0,3,7.52,203,1,0,1.035,16,3,0.252,1,0
128.86,1,3,8.98,121,1,0,0.21,15,2,0.238,0,0
22.4,2,3,4.79,305,1,0,0.157,11,0,0.048,1,0
0.2,5,6,88.41,7,1,2,2.511,14,0,0.135,0,1
146.41,1,3,7.49,240,1,0,0.988,18,5,0.098,2,0
151.92,2,4,8.4,25,1,0,-0.917,8,4,0.118,1,0
99.43,0,1,2.48,45,1,0,-0.826,6,0,0.239,0,0
87.67,0,3,7.09,46,1,0,-0.366,6,0,0.223,2,0
121.94,1,2,3.68,320,1,0,-0.817,17,2,0.203,0,0
121.69,2,5,3.02,147,1,0,-0.77,19,6,0.174,1,0
36.64,1,3,4.5,29,1,0,0.719,16,1,0.052,0,0
1.34,7,9,50.66,13,0,2,4.844,14,5,0.337,0,1
128.59,1,5,5.87,117,1,0,-0.287,21,6,0.059,2,0
97.02,1,5,3.76,334,1,0,1.374,20,5,0.09,0,0
33.46,2,6,2.8,348,1,0,0.178,15,0,0.02,1,0
127.65,0,0,8.75,212,1,0,-0.192,17,0,0.174,1,0
37.09,2,5,0.52,193,1,0,0.699,20,2,0.244,2,0
8.89,0,1,0.18,99,1,0,0.384,21,5,0.246,0,0
59.54,0,0,0.64,35,1,0,1.295,7,5,0.076,0,0
82.9,2,6,3.1,147,1,0,1.327,13,1,0.264,1,0
119.8,1,4,6.45,196,1,0,1.159,15,5,0.072,0,0
1.94,6,7,99.15,12,0,3,3.36,10,4,0.884,0,1
0.92,5,5,130.53,10,0,1,2.632,17,5,0.185,0,1
155.66,2,5,5.34,237,1,0,0.519,15,2,0.186,2,0
1.48,7,7,52.46,4,0,2,2.992,8,2,0.119,0,1
140.8,1,3,8.47,132,1,0,-0.991,7,1,0.135,0,0
1.42,4,4,134.24,2,0,2,5.824,12,6,0.148,0,1
61.52,1,5,7.34,153,1,0,-0.108,16,2,0.188,1,0
123.99,1,3,8.69,184,1,0,0.249,14,4,0.174,2,0
45.95,0,3,8.87,175,1,0,-0.929,16,0,0.202,1,0
154.99,0,1,7.16,41,1,0,-0.845,13,5,0.034,1,0
8.03,1,1,7.3,226,1,0,-0.916,12,2,0.164,2,0
1.61,5,5,44.07,4,0,2,3.331,16,1,0.883,0,1
91.85,0,0,1.17,32,1,0,0.838,14,2,0.15,2,0
137.76,0,4,6.26,93,0,0,-0.985,15,2,0.042,2,0
41.79,2,5,7.88,327,1,0,1.391,9,4,0.116,0,0
56.8,2,4,3.78,133,0,0,1.047,14,6,0.134,2,0
93.53,2,4,1.56,156,1,0,-0.592,9,2,0.024,1,0
150.07,2,2,8.14,30,1,0,1.183,14,6,0.239,1,0
22.05,2,2,8.28,33,0,0,-0.878,15,6,0.111,2,0
155.48,0,3,2.42,315,1,0,-0.285,6,0,0.097,0,0
94.24,1,3,9.1,81,1,0,0.587,13,3,0.019,0,0
119.04,2,2,4.66,170,1,0,0.664,13,2,0.02,1,0
64.12,2,3,7.58,128,1,0,0.486,9,0,0.083,2,0
157.65,2,4,9.6,345,1,0,0.934,21,1,0.156,0,0
26.06,1,5,9.7,208,1,0,-0.208,16,3,0.107,0,0
0.29,5,9,110.93,10,0,1,4.918,19,0,0.906,0,1
123.09,1,1,9.57,112,1,0,-0.744,11,2,0.158,0,0
17.23,2,2,8.71,344,1,0,-0.088,7,2,0.213,1,0
82.23,2,2,4.73,106,1,0,0.827,12,6,0.166,0,0
92.84,0,4,8.28,197,1,0,-0.569,20,1,0.134,1,0
83.07,0,0,3.66,303,1,0,0.596,14,1,0.148,0,0
119.5,2,3,9.43,356,1,0,0.093,7,0,0.127,0,0
151.01,2,5,3.47,59,1,0,-0.017,14,1,0.271,0,0
43.12,1,3,9.83,83,1,0,-0.601,15,4,0.293,1,0
155.95,2,3,6.23,131,1,0,1.453,13,0,0.262,1,0
83.92,1,5,5.3,290,1,0,0.607,6,3,0.18,1,0
136.62,2,6,7.83,135,1,0,1.15,20,5,0.096,0,0
163.75,1,5,8.16,223,1,0,0.026,12,3,0.299,1,0
9.7,0,4,5.98,215,1,0,-0.63,17,0,0.225,0,0
0.33,5,8,21.74,9,0,2,4.126,13,5,0.547,0,1
76.76,2,6,6.15,256,1,0,1.362,10,5,0.134,2,0
72.5,2,6,7.34,288,1,0,-0.588,9,5,0.211,1,0
110.64,0,0,6.39,217,1,0,0.325,9,1,0.216,0,0
123.47,0,0,2.02,67,1,0,1.384,10,5,0.091,2,0
94.61,0,1,6.35,92,1,0,-0.969,17,6,0.262,2,0
33.58,1,5,3.28,323,1,0,-0.222,17,3,0.019,2,0
73.4,0,1,9.83,343,1,0,0.823,20,2,0.251,2,0
148.13,1,5,4.03,74,1,0,-0.397,21,1,0.097,0,0
1.81,6,9,21.91,6,1,1,4.842,18,1,0.129,0,1
32.06,1,2,3.75,278,1,0,1.411,6,5,0.045,1,0
19.73,1,2,6.8,206,1,0,0.84,13,1,0.131,2,0
149.37,0,2,1.85,13,1,0,1.001,8,6,0.077,1,0
46.61,1,4,5.77,40,1,0,-0.514,11,3,0.277,2,0
41.31,0,0,0.13,60,1,0,-0.849,17,4,0.147,0,0
55.82,1,5,5.41,316,1,0,0.265,12,0,0.25,0,0
95.23,1,4,8.22,71,1,0,-0.769,8,5,0.249,1,0
59.91,1,4,9.17,309,1,0,-0.084,7,2,0.27,1,0
15.77,0,1,2.45,354,1,0,-0.9,17,5,0.267,1,0
1.15,6,9,120.26,1,0,4,4.384,13,5,0.432,0,1
55.03,1,3,5.04,262,1,0,1.421,14,3,0.224,2,0
68.84,1,3,8.54,195,1,0,1.467,18,0,0.063,1,0
111.68,1,4,6.63,139,0,0,-0.956,21,4,0.081,0,0
0.82,5,6,109.54,10,0,1,5.564,19,1,0.512,0,1
162.6,1,5,9.93,343,1,0,1.327,17,3,0.252,0,0
29.74,2,6,9.02,273,1,0,0.379,9,5,0.207,2,0
12.84,1,1,5.52,288,1,0,1.444,14,1,0.141,1,0
1.31,4,8,110.55,12,0,4,5.035,18,6,0.78,0,1
15.71,0,1,9.41,26,1,0,-0.571,6,6,0.23,1,0
3.77,2,2,1.36,211,1,0,-0.543,21,6,0.013,2,0
1.72,7,7,145.82,1,0,3,3.433,16,5,0.474,0,1
30.78,2,4,3.13,24,1,0,1.006,8,2,0.182,0,0
87.09,1,1,7.15,164,1,0,0.314,19,1,0.23,0,0
129.59,1,3,0.28,260,1,0,0.89,6,1,0.057,1,0
75.14,0,0,7.07,220,1,0,-0.427,6,5,0.247,1,0
127.29,1,3,7.92,214,1,0,0.514,9,0,0.208,1,0
1.76,4,5,86.02,1,0,1,3.18,8,2,0.925,0,1
152.68,1,3,7.53,246,1,0,0.644,12,5,0.076,2,0
110.88,0,2,3.52,280,1,0,-0.533,12,0,0.148,2,0
0.82,5,7,26.54,7,0,2,4.013,9,5,0.964,0,1
100.16,1,3,8.43,149,1,0,-0.521,11,3,0.006,0,0
69.7,0,0,8.94,286,1,0,-0.214,17,3,0.114,2,0
0.49,5,5,71.34,0,0,1,2.75,15,1,0.557,0,1
114.05,2,4,9.84,184,1,0,1.137,6,3,0.044,1,0
32.68,0,1,0.96,249,1,0,-0.493,6,0,0.056,0,0
142.29,0,1,2.87,324,1,0,-0.197,10,2,0.081,0,0
16.83,1,4,1.02,300,1,0,0.707,13,2,0.103,2,0
0.51,4,4,51.14,13,0,1,5.317,9,4,0.653,0,1
74.98,1,1,7.49,176,1,0,1.076,10,2,0.158,1,0
1.31,6,8,37.84,9,0,4,5.263,13,0,0.431,0,1
101.89,0,1,7.15,266,1,0,-0.852,10,0,0.015,2,0
1.43,7,9,36.99,13,0,2,3.662,18,1,0.697,0,1
10.86,0,4,9.09,71,1,0,-0.418,12,1,0.212,1,0
103.58,1,4,1.7,290,1,0,1.088,19,3,0.222,2,0
83.59,1,2,1.92,183,1,0,-0.309,8,4,0.135,2,0
153.13,0,3,4.68,262,1,0,0.246,14,1,0.245,2,0
4.02,2,2,0.06,32,0,0,-0.73,18,0,0.113,0,0
17.16,2,3,3.39,26,1,0,-0.771,18,4,0.29,2,0
121.45,1,3,3.06,72,1,0,0.008,13,0,0.207,0,0
162.93,1,1,1.39,47,1,0,1.356,8,4,0.227,0,0
34.05,2,4,9.49,226,1,0,-0.696,15,2,0.221,2,0
85.07,0,2,8.46,329,1,0,0.33,18,5,0.215,2,0
60.87,1,5,2.92,99,1,0,-0.244,12,3,0.162,1,0
94.49,1,5,7.78,238,1,0,1.043,11,2,0.217,2,0
1.38,5,9,95.68,4,0,1,5.313,12,3,0.328,0,1
22.43,1,4,7.14,171,1,0,1.039,11,3,0.248,1,0
4.41,1,1,9.5,302,1,0,1.161,10,3,0.079,1,0
0.3,7,8,61.0,8,0,3,5.77,11,6,0.414,0,1
10.41,2,5,7.13,258,1,0,0.397,9,5,0.111,2,0
94.94,0,4,7.1,215,1,0,-0.557,21,2,0.228,0,0
48.16,0,2,1.21,55,1,0,0.241,16,1,0.243,1,0
134.14,0,4,7.09,127,1,0,-0.256,19,0,0.265,2,0
1.31,6,8,117.27,3,0,1,5.688,7,5,0.602,0,1
10.06,2,2,7.1,250,1,0,0.321,7,3,0.167,1,0
49.07,1,5,9.51,134,0,0,1.047,16,0,0.296,0,0
6.1,0,4,4.77,50,1,0,1.073,11,5,0.236,2,0
157.71,0,0,4.12,53,1,0,1.07,16,1,0.188,0,0
10.09,0,2,2.0,188,1,0,0.9,7,0,0.265,2,0
20.72,1,5,6.64,92,1,0,-0.786,20,6,0.276,2,0
87.37,1,5,7.25,139,1,0,0.376,11,6,0.05,2,0
8.3,1,5,3.12,251,1,0,0.578,9,6,0.204,1,0
35.03,0,2,2.8,294,1,0,-0.233,10,0,0.211,1,0
54.09,0,1,5.21,173,1,0,-0.693,19,2,0.257,2,0
134.64,1,2,5.75,7,1,0,0.16,18,4,0.24,1,0
162.52,0,3,2.85,184,1,0,-0.011,19,4,0.171,1,0
